year,mountain,max
1999,Independence.Pass..Butte...Aspen.,20.6
2002,Revelstoke,24.7
2006,Revelstoke,26.9
1994,Revelstoke,20.7
1995,Revelstoke,41.6
2015,Revelstoke,22.4
1996,Revelstoke,36.8
2013,Revelstoke,54.3
2002,Revelstoke,52.1
2016,Big Sky,18.8
1996,Revelstoke,23.1
1994,Revelstoke,23.6
1996,Porphyry.Creek..Monarch.,21.6
1996,Revelstoke,44.3
2015,Revelstoke,23.1
2003,Revelstoke,2.6
1991,Butte,12.9
2017,Revelstoke,49.7
2000,Revelstoke,40.4
2018,Revelstoke,22.2
2007,Revelstoke,-0.1
1993,Revelstoke,31.8
1995,Revelstoke,23.5
2005,Revelstoke,39.1
2016,Revelstoke,24.8
1999,Revelstoke,37
2014,Berthoud.Pass,26.7
2017,Revelstoke,41.1
2003,Revelstoke,4.3
2002,Revelstoke,21.2
2009,Revelstoke,3
1995,Revelstoke,24.3
2007,Revelstoke,27.9
2001,Red.Mtn.Pass.Telluride.,24.6
1994,WolfCreekSummit,35.1
1997,Revelstoke,32.8
2008,Park.Reservoir.Powderhorn.,35.7
1995,Revelstoke,29.8
1992,Revelstoke,4.2
2012,Revelstoke,15.9
1995,Revelstoke,30.1
2001,Revelstoke,10.5
2013,Revelstoke,31.9
1995,Revelstoke,31
1997,Revelstoke,33.9
1998,Revelstoke,7.1
1995,Revelstoke,36.1
1994,Jackson Hole,21.5
2015,Porphyry.Creek..Monarch.,13.6
2018,Revelstoke,33.4
2013,Revelstoke,40.6
1995,Revelstoke,36
1995,Revelstoke,38.7
2017,Revelstoke,0.2
2010,Revelstoke,24.2
2007,Revelstoke,44.8
1995,Revelstoke,37.6
2000,Revelstoke,31.3
1995,Revelstoke,39.7
1995,Revelstoke,39.9
1997,Butte,21.3
1995,Revelstoke,40.7
1996,Revelstoke,53.1
1995,Revelstoke,42.2
1996,Revelstoke,54.6
2005,Revelstoke,10.4
2003,North.Lost.Trail,14.3
1998,Revelstoke,21.9
1995,Revelstoke,42.4
2013,WolfCreekSummit,23.1
1995,Revelstoke,42.8
2007,North.Lost.Trail,15.4
2003,Revelstoke,28.9
1995,Revelstoke,45.1
2001,Revelstoke,26.4
2011,LakeEldora,17.8
1995,Revelstoke,42.3
2005,Revelstoke,27.2
1995,Revelstoke,41.8
1995,Revelstoke,40.4
2013,Revelstoke,10.2
1993,Revelstoke,13.9
2018,Revelstoke,9.1
2005,Revelstoke,42.1
1995,Revelstoke,25
2005,Revelstoke,14.6
1995,Revelstoke,22.9
1995,Revelstoke,19.6
1997,Revelstoke,49.9
2009,Revelstoke,15.9
1998,Revelstoke,10.2
1995,Revelstoke,24.9
2003,Butte,13.8
1999,LakeEldora,11.9
2011,Revelstoke,28.1
1995,Revelstoke,11.9
2007,Revelstoke,6.1
1995,Revelstoke,5.2
2014,Revelstoke,34.6
2015,GrizzleyPeak.Keystone.Abasin.Loveland.,16.6
1995,Revelstoke,3.9
1995,Revelstoke,2.6
2000,Revelstoke,33.9
1995,Revelstoke,1.3
1996,Revelstoke,11.8
1996,Revelstoke,18.9
2000,Revelstoke,41.8
1997,Revelstoke,45.4
2002,Revelstoke,13.3
1995,Revelstoke,NA
2002,Revelstoke,66.8
1995,Revelstoke,36.4
2016,Revelstoke,6.6
1995,Revelstoke,1.7
2007,Revelstoke,54
2010,Revelstoke,-0.1
1995,Revelstoke,2.9
2016,Revelstoke,11.2
1996,Revelstoke,60
2018,Revelstoke,8.5
1998,Revelstoke,63.1
1999,Big Sky,24.5
1999,Revelstoke,57.2
2014,Revelstoke,2.3
1995,Revelstoke,3.8
1995,Revelstoke,5
2006,Revelstoke,37.2
2004,Revelstoke,40.1
1995,Revelstoke,5.1
1995,Revelstoke,7.3
1995,Revelstoke,8.5
1995,Revelstoke,9
1995,Revelstoke,10.9
2010,Revelstoke,6.8
1999,Revelstoke,53.7
1993,VailMountain,34
1995,Revelstoke,13.8
1995,Revelstoke,14.5
1993,Revelstoke,21.3
1995,Revelstoke,16.3
1999,Revelstoke,68.7
2018,Revelstoke,15.6
1995,Revelstoke,16.5
2013,Revelstoke,18.8
1987,LakeEldora,11.4
1995,Revelstoke,18
1995,Revelstoke,18.8
2017,Revelstoke,0.1
1995,Revelstoke,19.2
2002,Revelstoke,35.4
2004,Jackson Hole,24
1995,Revelstoke,21.2
2006,Revelstoke,36.9
1999,Revelstoke,0.8
2018,Revelstoke,2.8
1995,Revelstoke,22.5
2013,Revelstoke,23.4
2005,Revelstoke,37.1
2000,Revelstoke,62.8
2006,Revelstoke,0.4
2002,Revelstoke,56.3
2012,Revelstoke,13.4
1995,Revelstoke,25.1
2015,Revelstoke,41.7
1995,Revelstoke,25.3
1995,Revelstoke,26.5
2013,Revelstoke,28.8
2002,Revelstoke,26.3
1995,Revelstoke,29.4
2014,Revelstoke,17.4
1995,Revelstoke,32.9
1996,Revelstoke,35.4
2018,VailMountain,14.7
1996,Revelstoke,36.5
1999,Revelstoke,33.7
1996,Revelstoke,64.4
1995,Revelstoke,43.3
1997,GrizzleyPeak.Keystone.Abasin.Loveland.,23.9
1996,Revelstoke,39.5
1996,Revelstoke,40.3
2015,Revelstoke,21.1
2013,Revelstoke,5.2
1996,Revelstoke,42.1
2018,Revelstoke,4.3
2006,Revelstoke,35.7
1996,Revelstoke,43.6
1996,Revelstoke,43.7
2000,Revelstoke,62.4
1996,Revelstoke,44
2013,Revelstoke,5.1
1996,Revelstoke,44.1
2006,Revelstoke,36.2
1998,Revelstoke,17.4
2013,Revelstoke,26.1
2004,Revelstoke,40.6
1996,Revelstoke,45.6
2017,Revelstoke,51.7
2004,Revelstoke,39.9
2000,Revelstoke,42.4
1996,Revelstoke,46.5
2014,Revelstoke,23
1999,Revelstoke,43.7
1996,Revelstoke,46.7
2000,Revelstoke,52.5
2015,Revelstoke,9.9
2003,Revelstoke,38.4
1996,Revelstoke,46.9
1999,Revelstoke,12.9
1996,Revelstoke,47.5
1996,Revelstoke,48
1996,Revelstoke,48.6
2012,Revelstoke,18.7
2002,Revelstoke,36.7
1996,Revelstoke,49.4
2012,Revelstoke,2.7
1999,Revelstoke,48.9
1996,Revelstoke,49.5
2012,Revelstoke,3.8
1996,Revelstoke,49.9
1996,Revelstoke,50.7
1996,Revelstoke,51.3
2000,Revelstoke,47.4
2017,Red.Mtn.Pass.Telluride.,27.4
2002,Revelstoke,67.1
1996,Revelstoke,18
2005,Revelstoke,13.1
1996,Revelstoke,51.5
2005,Revelstoke,35.9
1996,Revelstoke,52.2
1998,Revelstoke,31.3
2000,Revelstoke,58
1995,Revelstoke,44.1
2008,Revelstoke,3.4
1998,Revelstoke,55.6
2005,Revelstoke,36.9
1996,Revelstoke,52.5
2012,Revelstoke,20.7
2001,Revelstoke,10.1
1996,Revelstoke,53.4
2002,Revelstoke,38.3
1996,Revelstoke,53.8
1983,Porphyry.Creek..Monarch.,23.3
1996,Revelstoke,53.6
1998,Revelstoke,56.6
1996,Revelstoke,61.2
2014,Revelstoke,26.5
1996,Revelstoke,53.5
1993,Revelstoke,25.2
1999,Revelstoke,50.7
2006,Revelstoke,11.5
2014,Revelstoke,9.6
1996,Revelstoke,54.9
1996,Revelstoke,54.8
2002,Revelstoke,39.3
1996,Revelstoke,55.4
1996,WolfCreekSummit,23.9
2001,Revelstoke,10.6
2018,Revelstoke,17.8
1996,Revelstoke,55.9
1994,squaw,31.9
2009,snowbird,54.1
1996,Revelstoke,55.8
2015,Revelstoke,31.9
1996,Revelstoke,54.5
2014,Revelstoke,27
1996,Revelstoke,55.7
1998,Revelstoke,51.1
1998,Revelstoke,34.1
1996,Revelstoke,56.3
2000,Revelstoke,52.4
1996,Revelstoke,56.6
2006,Revelstoke,48.7
1998,Revelstoke,22.9
2009,Revelstoke,36.6
1996,Revelstoke,57.8
2015,Revelstoke,33.8
2000,Revelstoke,41
2007,Revelstoke,34.3
1996,Revelstoke,57.6
1998,Revelstoke,2.6
1996,Revelstoke,58
1999,Revelstoke,55.2
2011,Revelstoke,0.1
1996,Revelstoke,59.1
1996,Revelstoke,59.5
1999,Revelstoke,56.7
1992,LakeEldora,13.9
1996,Revelstoke,59.7
2007,Revelstoke,6.5
1996,Revelstoke,60.1
1985,Cascade.Purgatory.,17.9
2013,Revelstoke,7.1
1996,Revelstoke,60.6
1996,Revelstoke,61.1
2000,Revelstoke,26.1
1996,Revelstoke,61.4
1996,Revelstoke,61.7
1998,Revelstoke,40.1
1996,Revelstoke,44.7
2014,Revelstoke,1.3
1996,Revelstoke,63.7
1996,Revelstoke,64.8
2013,Revelstoke,0.3
2018,Revelstoke,22.3
1996,Revelstoke,65.4
1996,Revelstoke,64.2
2013,Revelstoke,7.6
1999,Revelstoke,68.1
2006,Revelstoke,13.4
1996,Revelstoke,63.5
2014,Revelstoke,31.5
2014,Revelstoke,43.3
1999,Revelstoke,60.7
1993,Revelstoke,30.2
1996,Revelstoke,64.5
1996,Revelstoke,60.7
1998,Revelstoke,56.1
1996,Revelstoke,56.8
2015,Revelstoke,32.8
2000,Revelstoke,40
2007,Revelstoke,33.3
1996,Revelstoke,46
2005,Revelstoke,31.2
1998,Revelstoke,49.1
1996,Revelstoke,53.7
1999,Revelstoke,43.2
1996,Revelstoke,45.5
1996,Revelstoke,42.7
1999,Revelstoke,23.6
2010,Revelstoke,35
1996,Revelstoke,41.5
1996,Revelstoke,40.4
1996,Revelstoke,38.2
1998,Revelstoke,24.3
2018,Revelstoke,56.9
2000,Revelstoke,56.9
1996,Revelstoke,15.5
1996,Revelstoke,34.9
2003,Revelstoke,29.2
1996,Revelstoke,31.9
1998,Revelstoke,12.9
2007,Tower.Steamboat.,32.9
2013,Revelstoke,32.3
1996,Revelstoke,28
2000,Revelstoke,54.5
2007,Revelstoke,47.8
2010,Revelstoke,25.7
1996,Revelstoke,26.5
1997,Revelstoke,10.9
2014,Revelstoke,16.4
2000,Revelstoke,64.8
1996,Revelstoke,24.2
1996,Revelstoke,15.2
1996,Revelstoke,14.2
1996,Revelstoke,9
2004,Revelstoke,30.2
1996,Revelstoke,7
2004,Revelstoke,24.2
2017,Revelstoke,30.1
1996,Revelstoke,2.4
2008,Revelstoke,40.2
1996,Revelstoke,0
2011,VailMountain,32.1
2004,Revelstoke,31.6
1996,Revelstoke,0.2
1996,Revelstoke,0.5
2001,Revelstoke,37.2
1997,Revelstoke,42.8
2018,Revelstoke,0.2
1996,Revelstoke,0.4
1999,Revelstoke,37.6
1996,Revelstoke,2
1996,Revelstoke,2.6
1999,Revelstoke,0
1996,Revelstoke,4.4
2005,Revelstoke,16.8
1996,Revelstoke,6.8
2017,Revelstoke,52.6
1997,Revelstoke,29
1996,Revelstoke,8.2
1999,Revelstoke,44.8
1996,Revelstoke,10.6
2006,Revelstoke,39.4
2012,Revelstoke,3.9
1996,Revelstoke,12.7
2008,Revelstoke,50.5
1996,Revelstoke,13.6
2002,Revelstoke,53.9
2012,Revelstoke,5.3
1996,Revelstoke,14.1
2002,Revelstoke,55.9
1996,Revelstoke,14.6
1996,Butte,21
2012,Revelstoke,5.8
1996,Revelstoke,14.7
2000,Revelstoke,10.5
2008,Revelstoke,0.6
1996,Revelstoke,14.8
2010,Park.Reservoir.Powderhorn.,27.6
1996,Revelstoke,15.9
1996,Revelstoke,16
2000,Revelstoke,58.9
2005,Revelstoke,12.1
1999,Revelstoke,15.3
1992,Revelstoke,14.5
1996,Revelstoke,17.4
2009,GrizzleyPeak.Keystone.Abasin.Loveland.,21.6
2000,Revelstoke,12.5
1996,Revelstoke,18.1
1995,Revelstoke,42.5
1996,Revelstoke,18.4
2000,Revelstoke,40.8
2000,Revelstoke,13
2007,Revelstoke,57.4
1996,Revelstoke,19.8
2005,North.Lost.Trail,24.2
2009,Revelstoke,30.9
1998,Revelstoke,60.5
2017,Revelstoke,43.5
1996,Revelstoke,20
1995,Revelstoke,21.9
2000,Revelstoke,38.5
1996,Revelstoke,20.2
1996,Revelstoke,21.3
2004,Revelstoke,18.8
1996,Revelstoke,21.8
2002,Park.Reservoir.Powderhorn.,16
1997,Revelstoke,41.9
1998,Revelstoke,8.2
2017,Revelstoke,54.4
1996,Revelstoke,21.7
1990,VailMountain,19.9
1998,VailMountain,20.7
2001,Revelstoke,3.9
1996,Revelstoke,22.7
2018,Revelstoke,7.2
1996,Revelstoke,23.2
2005,Jackson Hole,23.1
1996,Revelstoke,23.8
2002,Revelstoke,NA
2009,Revelstoke,37.8
1997,Revelstoke,45.9
1998,Revelstoke,9.2
1996,Revelstoke,24.3
1997,Revelstoke,26.1
2004,GrizzleyPeak.Keystone.Abasin.Loveland.,12.7
1997,Revelstoke,26.3
1997,Revelstoke,28.1
1997,Revelstoke,26.6
1997,Revelstoke,27
1997,Revelstoke,NA
1998,Revelstoke,66.9
1998,Revelstoke,2.5
2017,Revelstoke,36.9
1997,Revelstoke,30.3
1980,Porphyry.Creek..Monarch.,21
1997,Revelstoke,30.9
1993,Revelstoke,4.9
1999,Revelstoke,62.1
1997,Revelstoke,31.2
2012,Revelstoke,NA
2000,Revelstoke,6.9
1995,Revelstoke,23.6
1982,GrizzleyPeak.Keystone.Abasin.Loveland.,22
2015,Revelstoke,38.7
1997,Revelstoke,32.6
1997,Revelstoke,33
1997,Revelstoke,33.4
2017,Revelstoke,0.3
1999,Revelstoke,83
2009,Independence.Pass..Butte...Aspen.,21.9
2005,Revelstoke,41.3
1997,Revelstoke,35.8
1999,Revelstoke,72.2
1997,Revelstoke,36.9
1997,Revelstoke,37.8
2013,LakeEldora,10.8
1998,Revelstoke,58.4
1997,Revelstoke,38.9
1997,Revelstoke,39.6
2014,Revelstoke,48.5
1997,Revelstoke,40.2
1997,Revelstoke,41.2
2016,Revelstoke,9.8
1997,Revelstoke,37.6
2014,Revelstoke,46.5
1997,Revelstoke,43.9
1993,Revelstoke,16.6
1994,Revelstoke,0.2
1998,Revelstoke,8.7
1997,Revelstoke,45
1997,Revelstoke,45.1
1997,Revelstoke,45.5
1995,Revelstoke,7.6
1997,Revelstoke,46.8
1997,Revelstoke,49
1997,Revelstoke,50
1997,Revelstoke,49.8
1993,Revelstoke,7.4
1997,Revelstoke,50.1
1997,Revelstoke,50.9
1993,Revelstoke,20.1
1997,Revelstoke,51.4
1997,Revelstoke,52.2
2007,Revelstoke,5.2
1997,Revelstoke,48.6
1997,Revelstoke,53
2017,Revelstoke,36.7
1997,Revelstoke,52.8
1997,Revelstoke,53.2
1997,Revelstoke,52.7
2007,VailMountain,19.1
1997,Revelstoke,49.1
1997,Revelstoke,52.6
2018,Revelstoke,18
1997,Revelstoke,56.2
1997,Revelstoke,53.3
1997,Revelstoke,52.3
1997,Revelstoke,52
1997,Revelstoke,51.3
1997,Revelstoke,51.7
1997,Revelstoke,52.4
1997,Revelstoke,53.9
1993,Revelstoke,0
2003,Revelstoke,2.2
1997,Revelstoke,54.9
1997,Revelstoke,56
1997,Revelstoke,55.4
1997,Revelstoke,54.4
1997,Revelstoke,53.8
1994,Park.Reservoir.Powderhorn.,27.3
1997,Revelstoke,54.1
1997,Revelstoke,50.5
1997,Revelstoke,45.8
1997,Revelstoke,44.9
1997,Revelstoke,40.7
1997,Revelstoke,38.3
1997,Revelstoke,31.7
1997,Revelstoke,29.8
2014,Revelstoke,48.8
1997,Revelstoke,23.7
1997,Revelstoke,22.7
1998,Revelstoke,36
2012,North.Lost.Trail,13
1984,Porphyry.Creek..Monarch.,27.4
1999,Revelstoke,53.5
2016,Revelstoke,34.1
1997,Revelstoke,21.4
2018,Revelstoke,0.1
1998,Revelstoke,31.7
1997,Revelstoke,19.2
1997,Revelstoke,50.3
1998,Revelstoke,30.5
1999,Revelstoke,46.5
1997,Revelstoke,18.2
1997,Revelstoke,16.1
1997,Revelstoke,14.8
1997,Revelstoke,11.9
1997,Revelstoke,8.9
1996,Revelstoke,22.5
1997,Revelstoke,7.7
1996,Revelstoke,19.5
1997,Revelstoke,6.8
1997,Revelstoke,2.3
1999,Revelstoke,63.9
2003,Revelstoke,37.5
2009,Revelstoke,39.9
1998,Revelstoke,33.7
1997,Revelstoke,0.3
1997,Revelstoke,0
2007,Revelstoke,0.4
1997,Revelstoke,0.5
1999,Revelstoke,33
1986,Cascade.Purgatory.,16.6
2005,Revelstoke,16.4
1997,Revelstoke,1.4
1999,Revelstoke,39.9
1994,Revelstoke,5
1997,Revelstoke,1.1
2016,Revelstoke,26.2
1997,Revelstoke,2.6
2004,Revelstoke,21.7
1997,Revelstoke,3.4
1997,Revelstoke,5.3
1994,Revelstoke,49.5
2010,Revelstoke,39.6
2000,Revelstoke,1.1
1996,Revelstoke,12.2
1997,Revelstoke,6
1994,Revelstoke,32.1
2002,Revelstoke,48
1998,Revelstoke,31.9
1989,Tower.Steamboat.,52.6
2016,Revelstoke,47.5
1997,Revelstoke,7.8
2000,Revelstoke,34.3
2007,WolfCreekSummit,32.3
1997,Revelstoke,8.1
2000,Revelstoke,36.3
1997,Revelstoke,7.9
1997,Revelstoke,8.5
2002,Revelstoke,68
1997,Revelstoke,9
1993,Revelstoke,31.5
1997,Revelstoke,9.1
2000,Revelstoke,40.3
2001,Revelstoke,13.2
1997,Revelstoke,9.6
2000,Revelstoke,42.3
2002,Revelstoke,13.7
1997,Revelstoke,9.7
1997,Revelstoke,9.9
1995,Revelstoke,26.4
1997,Revelstoke,10.6
1998,Revelstoke,16.5
2007,Revelstoke,59.2
1997,Revelstoke,11.3
1994,Revelstoke,12.2
2001,Revelstoke,19.3
1997,Revelstoke,17
1997,Revelstoke,20.9
1997,Revelstoke,21.1
2001,Revelstoke,35.6
1998,Revelstoke,22
2005,Revelstoke,11.5
2000,Revelstoke,57.3
2011,Revelstoke,8.7
2015,Revelstoke,13.8
1998,Revelstoke,22.7
2000,Revelstoke,59.3
1998,Revelstoke,23.7
1998,Revelstoke,26.3
1998,Revelstoke,27.1
1998,Revelstoke,28.1
1998,Revelstoke,28.3
1998,Revelstoke,28.9
2016,Revelstoke,41.5
1998,Revelstoke,30.2
1998,Revelstoke,30.8
1998,Revelstoke,31
1998,Revelstoke,31.6
1998,Revelstoke,31.8
1998,Revelstoke,32
1998,Revelstoke,32.2
1984,Park.Reservoir.Powderhorn.,39.5
1998,Revelstoke,32.8
2007,Revelstoke,51.7
2013,Revelstoke,50.2
2016,Revelstoke,48.5
1998,Revelstoke,33.3
2016,Revelstoke,49
2000,Revelstoke,35.2
1998,Revelstoke,33.8
2007,Revelstoke,52.7
2016,Revelstoke,49.5
2000,Revelstoke,35.7
1998,Revelstoke,33.9
1998,Revelstoke,35
2017,Revelstoke,25
2000,Revelstoke,37.2
1998,Revelstoke,35.5
1998,Revelstoke,36.7
1998,Revelstoke,37.3
2005,Revelstoke,8
2000,Revelstoke,39.2
1998,Revelstoke,61.3
2000,Revelstoke,63.2
2006,Revelstoke,9.3
1998,Revelstoke,61.7
1998,Revelstoke,61.8
2000,Revelstoke,63.7
1998,Revelstoke,62.2
1998,Revelstoke,62.8
1998,Revelstoke,62.9
2007,Revelstoke,58
1998,Revelstoke,63
1998,Revelstoke,64
2005,Revelstoke,34
2017,Revelstoke,47
1998,Revelstoke,64.6
1998,Revelstoke,65.7
1985,Porphyry.Creek..Monarch.,17.3
1999,Revelstoke,14.1
1998,Revelstoke,65.8
2014,Revelstoke,16.3
2000,Revelstoke,1
1998,Revelstoke,66.3
1994,Revelstoke,46.8
2016,Revelstoke,10.3
2000,Revelstoke,61.3
2002,Revelstoke,20.9
1998,Revelstoke,67
1998,Revelstoke,67.2
1999,Revelstoke,59.7
1998,Revelstoke,66.7
1994,Revelstoke,6.1
1998,Revelstoke,65.9
2004,Revelstoke,4.3
2000,Revelstoke,6.6
2000,Revelstoke,0.9
2014,VailMountain,23.1
1998,Revelstoke,55.9
2013,Tower.Steamboat.,39
2014,Revelstoke,13.9
1998,Revelstoke,55.5
1985,Red.Mtn.Pass.Telluride.,35.5
1998,Revelstoke,55
2017,Revelstoke,38
1998,Revelstoke,53.3
1998,Revelstoke,23
2005,Revelstoke,12
1998,Revelstoke,51.9
2014,Revelstoke,12.9
1998,Revelstoke,51.4
2007,Revelstoke,46.5
1999,Revelstoke,63.1
2000,Revelstoke,49.2
2002,Revelstoke,0.9
1998,Revelstoke,45.1
1996,Revelstoke,49.7
1998,Revelstoke,43.6
1996,Revelstoke,48.2
1998,Revelstoke,41.1
1998,Revelstoke,39.3
2000,Revelstoke,41.2
1998,Revelstoke,38.4
1998,Revelstoke,29.6
1998,Revelstoke,27.2
1998,Revelstoke,26.1
1998,Revelstoke,23.3
1996,Revelstoke,25.6
2002,Revelstoke,57.1
2000,Revelstoke,54.9
2005,Revelstoke,11.1
1998,Revelstoke,0
1995,Revelstoke,28.2
1998,Revelstoke,1
1998,Revelstoke,1.4
1998,Revelstoke,1.7
2009,Cascade.Purgatory.,15.1
1998,Revelstoke,2.7
1999,Revelstoke,31.7
2003,Revelstoke,18.5
2009,Revelstoke,19.7
2001,Whistler,31.88976378
2000,Revelstoke,12.4
1998,Revelstoke,3.1
1998,Revelstoke,5.5
1994,Revelstoke,43.2
1998,Revelstoke,8.8
2000,Revelstoke,41.6
2007,Revelstoke,55.8
2010,Revelstoke,29.7
1998,Revelstoke,12.1
2006,Revelstoke,0.6
1998,Revelstoke,13.6
1998,Revelstoke,14.8
1992,Park.Reservoir.Powderhorn.,24.4
1998,Revelstoke,17.9
1998,Revelstoke,18.1
1998,Revelstoke,19.2
1998,Revelstoke,19.3
1996,Tower.Steamboat.,60.4
1996,Revelstoke,21.6
2002,Revelstoke,49.1
2013,Revelstoke,54.1
2013,Revelstoke,51.3
2006,Mt. Baker,68.7
1998,Revelstoke,20
1998,Revelstoke,47.3
2000,Revelstoke,53.3
1998,Revelstoke,20.4
1998,Revelstoke,23.6
2012,VailMountain,12.4
1998,Revelstoke,26
1998,Revelstoke,59.3
2017,Revelstoke,17.5
1999,Revelstoke,37.5
1998,Revelstoke,30.3
1999,Revelstoke,30.7
2000,Revelstoke,11.9
1999,Revelstoke,30.9
1995,Revelstoke,0.2
1999,Revelstoke,31.5
2000,Revelstoke,58.8
1999,Revelstoke,35.5
2000,Revelstoke,63.3
1999,Revelstoke,40.3
1999,Revelstoke,40.9
1999,Revelstoke,42.4
2009,Revelstoke,25.2
1999,Revelstoke,42.9
2001,FreemontPass.skiCooper.Copper.Breck.,19.5
1999,Revelstoke,43.3
1999,Revelstoke,44.1
2001,Revelstoke,29.2
2018,Revelstoke,51.6
1999,Revelstoke,49.6
2015,Revelstoke,37.6
1999,Revelstoke,52.4
2003,Revelstoke,29
1999,Revelstoke,54.2
2003,Revelstoke,30.8
1999,Revelstoke,54.7
1999,Revelstoke,58.3
2000,Revelstoke,10.6
1997,Revelstoke,18
1999,Revelstoke,60.3
2009,Revelstoke,21
2001,Revelstoke,14.3
1999,Revelstoke,63.7
2007,Revelstoke,0.3
1993,Revelstoke,31.7
1999,Revelstoke,63.8
2003,Revelstoke,40.1
1999,Revelstoke,65.4
1998,Revelstoke,35.3
1999,Revelstoke,66.5
2008,Revelstoke,5.5
1999,Revelstoke,66.6
2017,Revelstoke,46.3
1999,Revelstoke,4.4
1994,Revelstoke,21.5
1999,Revelstoke,67.7
2012,Revelstoke,9.3
2000,Revelstoke,50.3
2002,Revelstoke,15.7
1999,Revelstoke,68.3
2003,Revelstoke,41.6
1999,Revelstoke,68.4
2015,Revelstoke,7
1993,Revelstoke,33.9
1999,Revelstoke,62.3
2009,Revelstoke,22
2001,Revelstoke,14.8
2000,Revelstoke,25.3
1995,Revelstoke,28.8
1999,Revelstoke,65.9
1999,Revelstoke,15.6
2003,Revelstoke,40
1999,Revelstoke,68.8
2009,Revelstoke,42.4
2010,Revelstoke,20.4
1999,Revelstoke,70.3
2018,Revelstoke,33.6
1999,Revelstoke,71.1
2002,Revelstoke,13.5
1999,Revelstoke,73.4
2003,Revelstoke,44.1
1999,Revelstoke,74.3
2001,Revelstoke,21.2
1999,Revelstoke,76.1
2001,Revelstoke,20.6
2000,Revelstoke,29.6
1999,Revelstoke,78.5
1999,Revelstoke,80
1998,Revelstoke,15.3
1999,Revelstoke,80.6
1999,Revelstoke,80.2
2003,Revelstoke,44.5
1999,Revelstoke,77.8
1999,Revelstoke,65.3
1999,Revelstoke,45.3
2008,Revelstoke,3.5
1999,Revelstoke,39
2009,Revelstoke,18.2
1999,Revelstoke,30.2
2003,Revelstoke,17
1999,Revelstoke,17.9
1999,Revelstoke,10.7
1992,Revelstoke,8
1999,Revelstoke,8.8
1997,FreemontPass.skiCooper.Copper.Breck.,25.7
2017,Revelstoke,54.3
1999,Revelstoke,5.4
2018,Revelstoke,18.4
1997,Revelstoke,41.7
1999,Revelstoke,0.6
1999,Revelstoke,2.3
1999,Revelstoke,4.2
1995,Revelstoke,31.7
2016,Revelstoke,52
2007,Revelstoke,55.2
1999,Revelstoke,68.5
1999,Revelstoke,4.3
2003,Revelstoke,2.5
2018,Revelstoke,22.4
1999,Revelstoke,6.4
1999,Revelstoke,10.2
1996,Revelstoke,36.9
1999,Revelstoke,10.4
2003,Revelstoke,30.2
1996,Revelstoke,38.9
1999,Revelstoke,10.9
1999,Revelstoke,14.6
1999,Revelstoke,14.7
1999,Revelstoke,18.2
1999,Revelstoke,20.9
2002,Revelstoke,60.2
1999,Revelstoke,22.8
1999,Revelstoke,24.5
1999,Revelstoke,25.4
2012,Revelstoke,36.9
1999,Revelstoke,26.8
1999,Revelstoke,28.7
2009,Revelstoke,16.7
2000,Revelstoke,61.5
2000,Revelstoke,40.6
2007,Revelstoke,54.8
2000,Revelstoke,42.8
1996,Revelstoke,19.4
2000,Revelstoke,43.1
2002,Revelstoke,3
2003,Revelstoke,31.4
2013,Revelstoke,0.9
2000,Revelstoke,44.2
2000,Revelstoke,44.4
2004,Revelstoke,41.9
2010,Revelstoke,32.9
2000,Revelstoke,47.1
2010,Revelstoke,33.4
2000,Revelstoke,47.6
2000,Revelstoke,48.9
1996,Revelstoke,13.5
2000,Revelstoke,61.9
2014,Revelstoke,11.7
2000,Revelstoke,49.6
2010,Revelstoke,35.4
1999,Revelstoke,64.1
2009,Revelstoke,26
2000,Revelstoke,51.1
2003,Revelstoke,26.9
2000,Revelstoke,55
2007,Revelstoke,48.3
2000,Revelstoke,58.6
2003,Revelstoke,-0.1
2000,Revelstoke,59.2
2006,Revelstoke,8.3
2003,Revelstoke,45.3
2000,Revelstoke,57.6
2000,Revelstoke,65.7
2000,Revelstoke,64.1
1997,Revelstoke,35.5
2000,Revelstoke,63.8
2012,Revelstoke,5.2
2000,Revelstoke,62.6
2017,Revelstoke,0.4
2000,Revelstoke,55.6
2003,Revelstoke,43.3
2000,Revelstoke,54.6
2003,Revelstoke,42.3
2000,Revelstoke,50.6
1995,Revelstoke,44.6
2000,Revelstoke,37.6
2007,Revelstoke,51.8
1995,Revelstoke,43.1
2000,Revelstoke,36.1
2000,Revelstoke,57
2000,Revelstoke,31.9
2012,Revelstoke,2.6
2000,Revelstoke,29.4
1996,Revelstoke,13.7
2000,Revelstoke,29.3
2018,Big Sky,29.8
2000,Revelstoke,47.5
2004,Revelstoke,1.5
2000,Revelstoke,19.9
2000,Revelstoke,9.8
2009,Red.Mtn.Pass.Telluride.,27.5
2000,Revelstoke,0
2000,VailMountain,22.7
1999,Revelstoke,79.8
1994,Revelstoke,10
1997,Revelstoke,2.8
2003,Revelstoke,45.5
2000,Revelstoke,NA
2000,Revelstoke,2.5
2008,Revelstoke,44.4
2000,Revelstoke,2.4
2009,Revelstoke,33.7
2000,Revelstoke,3
2000,Revelstoke,4.6
2000,Revelstoke,0.2
2016,Porphyry.Creek..Monarch.,16.8
2000,Revelstoke,10.3
2001,Revelstoke,14.5
2012,Revelstoke,23.8
2018,Revelstoke,26.8
